skjemanavn;navn_i_rapporteket;ledetekst;obligatorisk;type;listeverdier;listetekst;normalintervall_start_numerisk;normalintervall_slutt_numerisk;maksintervall_start_numerisk;maksintervall_slutt_numerisk;normalintervall_start_dato;normalintervall_slutt_dato;maksintervall_start_dato;maksintervall_slutt_dato;antall_tegn;lovlige_tegn;desimaler;aktiveringsspoersmaal;underspoersmaal;innfoert_dato;utfaset_dato;tabell;fysisk_feltnavn;kommentar;variabel_id;hjelpetekst
Basisskjema;;Propafenone;Ja;Listevariabel;1;Ja;;;;;;;;;;;;Nei;Ja;01.01.1980;;basereg;ANTIARYTMIKA_PROPAFENONE;;BASEREG_ANTIARYTMIKA_PROPAFENONE;
Basisskjema;;Andre antiarytmiske medikamenter;Ja;Listevariabel;0;Nei;;;;;;;;;;;;Nei;Ja;01.01.1980;;basereg;ANTIARYTMIKA_ANNEN;;BASEREG_ANTIARYTMIKA_ANNEN;
Basisskjema;;Andre antiarytmiske medikamenter;Ja;Listevariabel;1;Ja;;;;;;;;;;;;Nei;Ja;01.01.1980;;basereg;ANTIARYTMIKA_ANNEN;;BASEREG_ANTIARYTMIKA_ANNEN;
Basisskjema;;Direkte oral antikoagulasjon;Ja;Listevariabel;0;Nei;;;;;;;;;;;;Nei;Nei;01.01.1980;;basereg;ANTIKO_DOAK;;BASEREG_ANTIKO_DOAK;
Basisskjema;;Direkte oral antikoagulasjon;Ja;Listevariabel;1;Ja;;;;;;;;;;;;Nei;Nei;01.01.1980;;basereg;ANTIKO_DOAK;;BASEREG_ANTIKO_DOAK;
Basisskjema;;Warfarin/Marevan;Ja;Listevariabel;0;Nei;;;;;;;;;;;;Nei;Nei;01.01.1980;;basereg;ANTIKO_OAK;;BASEREG_ANTIKO_OAK;
Basisskjema;;Warfarin/Marevan;Ja;Listevariabel;1;Ja;;;;;;;;;;;;Nei;Nei;01.01.1980;;basereg;ANTIKO_OAK;;BASEREG_ANTIKO_OAK;
Basisskjema;;Trombocyttaggregasjonshemmer;Ja;Listevariabel;0;Nei;;;;;;;;;;;;Nei;Nei;01.01.1980;;basereg;ANTIKO_ASA;;BASEREG_ANTIKO_ASA;
Basisskjema;;Trombocyttaggregasjonshemmer;Ja;Listevariabel;1;Ja;;;;;;;;;;;;Nei;Nei;01.01.1980;;basereg;ANTIKO_ASA;;BASEREG_ANTIKO_ASA;
Basisskjema;;Kommentar;Nei;Stor tekstvariabel;;;;;;;;;;;2000;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;Nei;Nei;01.01.1980;;basereg;USERCOMMENT;;BASEREG_USERCOMMENT;Generell fri kommentar, maks 2000 tegn.
Basisskjema;;Ferdigstille skjema?;Nei;Statusvariabel;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;basereg;STATUS;;BASEREG_STATUS;Denne boksen vil angi hvorvidt du er ferdig med å fylle ut. Du kan alltids låse opp skjemaet igjen på nytt senere hvis du vil forandre noe.
Prosedyre;;Forløpstype;Ja;Listevariabel;1;Atrieflimmer/atypisk flutter (AFLI);;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORLOPSTYPE;;PROS_FORLOPSTYPE;Forløpstype angir hvilken tilstand som behandles. For hvert valg 1-3 angår det alle former for ablasjon for angitt type tilstand.
Prosedyre;;Forløpstype;Ja;Listevariabel;2;Ventrikkeltakykardi (VT);;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORLOPSTYPE;;PROS_FORLOPSTYPE;Forløpstype angir hvilken tilstand som behandles. For hvert valg 1-3 angår det alle former for ablasjon for angitt type tilstand.
Prosedyre;;Forløpstype;Ja;Listevariabel;3;Supraventrikulær takykardi (SVT);;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORLOPSTYPE;;PROS_FORLOPSTYPE;Forløpstype angir hvilken tilstand som behandles. For hvert valg 1-3 angår det alle former for ablasjon for angitt type tilstand.
Prosedyre;;Forløpstype;Ja;Listevariabel;4;Elektrofysiologisk undersøkelse;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORLOPSTYPE;;PROS_FORLOPSTYPE;Forløpstype angir hvilken tilstand som behandles. For hvert valg 1-3 angår det alle former for ablasjon for angitt type tilstand.
Prosedyre;;Prosedyredato;Ja;Datovariabel;;;;;;;;;'1980-01-01';today;;;;Nei;Nei;01.01.1980;;pros;DATO_PROS;;PROS_DATO_PROS;Skriv inn dato for innhenting av opplysninger. Dato skrives på formatet yyyymmdd. Skriver du inn kun dag (dd), så autofylles nåværende måned og år. Skriver du inn måned og dag (mmdd), så autofylles nåværende år. Eksempel: For dato 23.11.2013 er følgende verdier gyldige: 131123, eller 20131123, eller 2013-11-23
Prosedyre;;Hovedoperatør;Ja;Dynamisk Listevariabel;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;OPERATOR;"Alternativer for operatør fylles inn dynamisk basert på data lagt inn på ""administrere personell"" siden. Reelle alternativer for operatør kan finnes i datadump av ""operator"" tabellen.";PROS_OPERATOR;
Prosedyre;;Redo;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;05.01.2021;;pros;REDO;;PROS_REDO;Tidligere ablasjoner for dagens arytmi?
Prosedyre;;Antall:;Ja;Tallvariabel;;;1;10;1;999;;;;;3;;0;Nei;Nei;05.01.2021;;pros;REDO_TIMES;;PROS_REDO_TIMES;Antall tidligere ablasjoner for dagens arytmi.
Prosedyre;;Ble det brukt narkose?;Ja;Listevariabel;0;Nei;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;NARKOSE;;PROS_NARKOSE;
Prosedyre;;Ble det brukt narkose?;Ja;Listevariabel;1;Ja;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;NARKOSE;;PROS_NARKOSE;
Prosedyre;;ICD I45.6 Preeksitasjonssyndrom;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I45_6;;PROS_ARYT_I45_6;
Prosedyre;;ICD I47.0: Ventrikulær arytmi ved «reentry»-fenomen;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I47_0;;PROS_ARYT_I47_0;
Prosedyre;;ICD I47.1: Supraventrikulær takykardi;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I47_1;;PROS_ARYT_I47_1;
Prosedyre;;Underkategori for ICD I47.1;Ja;Listevariabel;1;Typisk AVNRT;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I47_1_UNDERKAT;;PROS_ARYT_I47_1_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I47.1;Ja;Listevariabel;2;Atypisk AVNRT;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I47_1_UNDERKAT;;PROS_ARYT_I47_1_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I47.1;Ja;Listevariabel;3;Fokal AT;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I47_1_UNDERKAT;;PROS_ARYT_I47_1_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I47.1;Ja;Listevariabel;4;AVRT;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I47_1_UNDERKAT;;PROS_ARYT_I47_1_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I47.1;Ja;Listevariabel;5;Sinustakykardi;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I47_1_UNDERKAT;;PROS_ARYT_I47_1_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I47.1;Ja;Listevariabel;6;Annen;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I47_1_UNDERKAT;;PROS_ARYT_I47_1_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;ICD I47.2 Ventrikulær takykardi;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I47_2;;PROS_ARYT_I47_2;
Prosedyre;;Underkategori for ICD I47.2;Ja;Listevariabel;1;RVOT;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I47_2_UNDERKAT;;PROS_ARYT_I47_2_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I47.2;Ja;Listevariabel;2;LVOT;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I47_2_UNDERKAT;;PROS_ARYT_I47_2_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I47.2;Ja;Listevariabel;3;RV;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I47_2_UNDERKAT;;PROS_ARYT_I47_2_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I47.2;Ja;Listevariabel;4;LV;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I47_2_UNDERKAT;;PROS_ARYT_I47_2_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I47.2;Ja;Listevariabel;9;Annen;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I47_2_UNDERKAT;;PROS_ARYT_I47_2_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;ICD I47.9: Uspesifisert paroksysmal takykardi;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I47_9;;PROS_ARYT_I47_9;
Prosedyre;;ICD I48.0: Paroksysmal atrieflimmer;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I48_0;;PROS_ARYT_I48_0;
Prosedyre;;ICD I48.1: Persisterende atrieflimmer;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I48_1;;PROS_ARYT_I48_1;
Prosedyre;;Underkategori for ICD I48.1;Ja;Listevariabel;1;Persisterende;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I48_1_UNDERKAT;;PROS_ARYT_I48_1_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I48.1;Ja;Listevariabel;2;Langtidspersisterende;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I48_1_UNDERKAT;;PROS_ARYT_I48_1_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;ICD I48.2: Kronisk atrieflimmer;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I48_2;;PROS_ARYT_I48_2;
Prosedyre;;ICD I48.3: Typisk atrieflutter;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I48_3;;PROS_ARYT_I48_3;
Prosedyre;;ICD I48.4: Atypisk atrieflutter;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I48_4;;PROS_ARYT_I48_4;
Prosedyre;;Underkategori for ICD I48.4;Ja;Listevariabel;1;Mitralavhengig;;;;;;;;;;;;Nei;Ja;01.01.1980;23.04.2023;pros;ARYT_I48_4_UNDERKAT;;PROS_ARYT_I48_4_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I48.4;Ja;Listevariabel;2;Takavhengig;;;;;;;;;;;;Nei;Ja;01.01.1980;23.04.2023;pros;ARYT_I48_4_UNDERKAT;;PROS_ARYT_I48_4_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I48.4;Ja;Listevariabel;3;Mikro;;;;;;;;;;;;Nei;Ja;01.01.1980;23.04.2023;pros;ARYT_I48_4_UNDERKAT;;PROS_ARYT_I48_4_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I48.4;Ja;Listevariabel;4;Makro;;;;;;;;;;;;Nei;Ja;01.01.1980;23.04.2023;pros;ARYT_I48_4_UNDERKAT;;PROS_ARYT_I48_4_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I48.4;Ja;Listevariabel;5;Annen;;;;;;;;;;;;Nei;Ja;01.01.1980;23.04.2023;pros;ARYT_I48_4_UNDERKAT;;PROS_ARYT_I48_4_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Mitralavhengig;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;24.04.2023;;pros;ARYT_I48_4_MITRAL;;PROS_ARYT_I48_4_MITRAL;
Prosedyre;;Takavhengig;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;24.04.2023;;pros;ARYT_I48_4_TAK;;PROS_ARYT_I48_4_TAK;
Prosedyre;;Mikro;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;24.04.2023;;pros;ARYT_I48_4_MIKRO;;PROS_ARYT_I48_4_MIKRO;
Prosedyre;;Makro;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;24.04.2023;;pros;ARYT_I48_4_MAKRO;;PROS_ARYT_I48_4_MAKRO;
Prosedyre;;Annen;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;24.04.2023;;pros;ARYT_I48_4_ANNEN;;PROS_ARYT_I48_4_ANNEN;
Prosedyre;;ICD I48.9: Uspesifisert atrieflimmer og atrieflutter;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I48_9;;PROS_ARYT_I48_9;
Prosedyre;;Underkategori for ICD I48.9;Ja;Listevariabel;1;Post RFA;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I48_9_UNDERKAT;;PROS_ARYT_I48_9_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I48.9;Ja;Listevariabel;2;Uspesifisert;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ARYT_I48_9_UNDERKAT;;PROS_ARYT_I48_9_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;ICD I49.0: Ventrikkelflimmer og ventrikkelflutter;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I49_0;;PROS_ARYT_I49_0;
Prosedyre;;ICD I49.1: Atrial prematur depolarisasjon;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I49_1;;PROS_ARYT_I49_1;
Prosedyre;;ICD I49.2: Junksjonell prematur depolarisasjon;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I49_2;;PROS_ARYT_I49_2;
Prosedyre;;ICD I49.3: Ventrikulær prematur depolarisasjon;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I49_3;;PROS_ARYT_I49_3;
Prosedyre;;Underkategori for ICD I49.3;Ja;Listevariabel;1;RVOT;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I49_3_UNDERKAT;;PROS_ARYT_I49_3_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I49.3;Ja;Listevariabel;2;LVOT;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I49_3_UNDERKAT;;PROS_ARYT_I49_3_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I49.3;Ja;Listevariabel;3;RV;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I49_3_UNDERKAT;;PROS_ARYT_I49_3_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I49.3;Ja;Listevariabel;4;LV;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I49_3_UNDERKAT;;PROS_ARYT_I49_3_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;Underkategori for ICD I49.3;Ja;Listevariabel;9;Annen;;;;;;;;;;;;Nei;Ja;05.01.2021;;pros;ARYT_I49_3_UNDERKAT;;PROS_ARYT_I49_3_UNDERKAT;Vær snill og spesifisér nærmere.
Prosedyre;;ICD I49.4: Annen og uspesifisert prematur depolarisasjon;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I49_4;;PROS_ARYT_I49_4;
Prosedyre;;ICD I49.5: Syk-sinus-syndrom (SSS);Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I49_5;;PROS_ARYT_I49_5;
Prosedyre;;ICD I49.8: Andre spesifiserte hjertearytmier;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I49_8;;PROS_ARYT_I49_8;Brugada syndrom, lang QT-tid-syndrom, rytmeforstyrrelse (ektopisk, nodal, sinus coronarius).
Prosedyre;;ICD I49.9: Uspesifisert hjertearytmi;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_I49_9;;PROS_ARYT_I49_9;
Prosedyre;;Ingen arytmi funnet;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;ARYT_INGEN;;PROS_ARYT_INGEN;
Prosedyre;;Prosedyrevarighet;Ja;Tallvariabel;;;20;600;0;999;;;;;3;;0;Nei;Nei;01.01.1980;;pros;PROS_VARIGHET;;PROS_PROS_VARIGHET;Varighet av prosedyren i hele minutter (knivtid).
Prosedyre;;Gjennomlysningstid;Ja;Tekstvariabel;;;;;;;;;;;6;1234567890:;;Nei;Nei;01.01.1980;;pros;RTG_TID;"Er oppført som tekstverdi fordi tall ikke godtar tegnet "":"". Verdien regnes om til sekunder og lagres til databasen som tallverdi.";PROS_RTG_TID;Oppgis på formen m:ss, mm:ss eller mmm:ss. Det går også an å skrive mss, mmss eller mmmss. Tenk på at de to siste sifrene alltid er sekunder. Minutt skal alltid benevnes, selv om varigheten var bare noen sekunder. Min: 0:00 Max: 100:00. Minimusverdi for sekunder er 00, og maksverdi er 59
Prosedyre;;Gjennomlysningstid (desimalminutt);Ja;Tallvariabel;;;0.08;60.00;0.00;100.00;;;;;6;;2;Nei;Nei;01.01.1980;;pros;RTG_TID_DESIMAL;Omregnes til sekunder og lagres til RTG_TID.;PROS_RTG_TID_DESIMAL;Alternativ til feltet Gjennomlysningstid(m:ss). Hvis du har gjennomlysningstid på desimalminutt og ikke minutt:sekund kan du fylle inn dette feltet i stedet og Gjennomlysningstid(m:ss) beregnes basert på verdien du skriver her. Du kan skrive inn enten med komma eller punktum og maks to desimaler.
Prosedyre;;Stråledose (µGym2);Ja;Tallvariabel;;;0;10000;0;20000;;;;;5;;0;Nei;Nei;01.01.1980;;pros;RTG_DOSE;;PROS_RTG_DOSE;Total stråledose, inkluderer gjennomlysning og eksponeringsdose. OBS hvis stråledosen på laben er angitt i mGycm2, må denne multipliseres med 0,1 før den legges inn - altså flytte komma en plass til venstre.
Prosedyre;;Venøs;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;TILGANG_VENOS;;PROS_TILGANG_VENOS;
Prosedyre;;Arteriell;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;TILGANG_ARTERIELL;;PROS_TILGANG_ARTERIELL;
Prosedyre;;PFO;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;TILGANG_PFO;;PROS_TILGANG_PFO;
Prosedyre;;Transseptal punksjon;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;TILGANG_TRANS;;PROS_TILGANG_TRANS;
Prosedyre;;Epikardiell;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;TILGANG_EPI;;PROS_TILGANG_EPI;
Prosedyre;;Radiofrekvens;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORM_RADIOFREKV;;PROS_FORM_RADIOFREKV;FPO25A: Transvenøs radiobølgeablasjon av aberrant ledningsbane eller hjertefokus.
Prosedyre;;CRYO;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORM_CRYO;;PROS_FORM_CRYO;FPO10A:Transvenøs kryoablasjon av ektopisk hjertefokus.
Prosedyre;;PFA;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORM_PFA;;PROS_FORM_PFA;FPO25A: PFA (Pulsed Field Ablation)
Prosedyre;;;Nei;Skjult variabel;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORM_OPKODE_INGEN;;PROS_FORM_OPKODE_INGEN;
Prosedyre;;;Nei;Skjult variabel;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORM_OPKODE_FPO25A;;PROS_FORM_OPKODE_FPO25A;
Prosedyre;;;Nei;Skjult variabel;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;FORM_OPKODE_FPO10A;;PROS_FORM_OPKODE_FPO10A;
Prosedyre;;Uten system;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;SYS_UTEN;;PROS_SYS_UTEN;
Prosedyre;;CARTO;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;SYS_CARTO;;PROS_SYS_CARTO;
Prosedyre;;CRYO;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;SYS_CRYO;;PROS_SYS_CRYO;
Prosedyre;;Ensite;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;SYS_ENSITE;;PROS_SYS_ENSITE;
Prosedyre;;Mediguide;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;SYS_MEDIGUIDE;;PROS_SYS_MEDIGUIDE;
Prosedyre;;Stereotaxis;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;SYS_STEREOTAXIS;;PROS_SYS_STEREOTAXIS;
Prosedyre;;Rhythmia;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;SYS_RHYTHMIA;;PROS_SYS_RHYTHMIA;
Prosedyre;;Annet 3D-system;Nei;Avkrysningsboks;;;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;SYS_3D_ANNEN;;PROS_SYS_3D_ANNEN;
Prosedyre;;Fokalablasjon;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;01.01.1980;;pros;ABLA_STRAT_FOKAL;;PROS_ABLA_STRAT_FOKAL;
Prosedyre;;Pulmonalveneisolering;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;01.01.1980;;pros;ABLA_STRAT_PVI;;PROS_ABLA_STRAT_PVI;
Prosedyre;;Underkategori for Pulmonalveneisolering;Ja;Listevariabel;1;Ostial PVI;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ABLA_STRAT_PVI_SUB;;PROS_ABLA_STRAT_PVI_SUB;
Prosedyre;;Underkategori for Pulmonalveneisolering;Ja;Listevariabel;2;Antral PVI (WACA);;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ABLA_STRAT_PVI_SUB;;PROS_ABLA_STRAT_PVI_SUB;
Prosedyre;;CTI blokk;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;01.01.1980;;pros;ABLA_STRAT_CTI;;PROS_ABLA_STRAT_CTI;Cavotrikuspid istmus
Prosedyre;;Substratmodifikasjon;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;01.01.1980;;pros;ABLA_STRAT_SUBSTRATMOD;;PROS_ABLA_STRAT_SUBSTRATMOD;
Prosedyre;;Linjer;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;01.01.1980;;pros;ABLA_STRAT_LINJER;;PROS_ABLA_STRAT_LINJER;Annen enn CTI
Prosedyre;;AV-knute/His-ablasjon;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;01.01.1980;;pros;ABLA_STRAT_AV_HIS;;PROS_ABLA_STRAT_AV_HIS;
Prosedyre;;Ikke abladert;Nei;Avkrysningsboks;;;;;;;;;;;;;;Ja;Nei;01.01.1980;;pros;ABLA_STRAT_INGEN;;PROS_ABLA_STRAT_INGEN;
Prosedyre;;Årsak til at pasienten ikke ble abladert;Ja;Listevariabel;1;Ikke utløst arytmi;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ABLA_STRAT_INGEN_ARSAK;;PROS_ABLA_STRAT_INGEN_ARSAK;
Prosedyre;;Årsak til at pasienten ikke ble abladert;Ja;Listevariabel;2;For farlig;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ABLA_STRAT_INGEN_ARSAK;;PROS_ABLA_STRAT_INGEN_ARSAK;
Prosedyre;;Årsak til at pasienten ikke ble abladert;Ja;Listevariabel;3;Pasientønske;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ABLA_STRAT_INGEN_ARSAK;;PROS_ABLA_STRAT_INGEN_ARSAK;
Prosedyre;;Årsak til at pasienten ikke ble abladert;Ja;Listevariabel;4;Tekniske problemer;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ABLA_STRAT_INGEN_ARSAK;;PROS_ABLA_STRAT_INGEN_ARSAK;
Prosedyre;;Årsak til at pasienten ikke ble abladert;Ja;Listevariabel;5;Komplikasjon;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ABLA_STRAT_INGEN_ARSAK;;PROS_ABLA_STRAT_INGEN_ARSAK;
Prosedyre;;Årsak til at pasienten ikke ble abladert;Ja;Listevariabel;9;Annet;;;;;;;;;;;;Nei;Ja;01.01.1980;;pros;ABLA_STRAT_INGEN_ARSAK;;PROS_ABLA_STRAT_INGEN_ARSAK;
Prosedyre;;Ablasjonsvarighet;Ja;Tekstvariabel;;;;;;;;;;;6;1234567890:;;Nei;Nei;01.01.1980;;pros;ABLA_VARIGHET_NORIC;;PROS_ABLA_VARIGHET_NORIC;Ablasjonsvarighet oppgis på formen m:ss, mm:ss eller mmm:ss. Det går også an å skrive mss, mmss eller mmmss. Tenk på at de to siste sifrene alltid er sekunder. Min: 00:00 Max: 166:40
Prosedyre;;Ablasjonsvarighet;Ja;Tallvariabel;;;0;5000;0;10000;;;;;5;;0;Nei;Nei;01.01.1980;;pros;ABLA_VARIGHET;;PROS_ABLA_VARIGHET;Ablasjonsvarighet i hele sekunder.
Prosedyre;;Akutt suksess;Ja;Listevariabel;0;Nei;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;AKUTT_SUKSESS;;PROS_AKUTT_SUKSESS;Operatør vurderer selve operasjonen som vellykket: Nei - behandlet arytmi fortsatt tilstede Ja PV isolert, AP borte, ikke utløsbar arytmi. Usikker sett andre arytmier fortsatt, men mindre arytmi. Ukjent ikke utløst arytmi
Prosedyre;;Akutt suksess;Ja;Listevariabel;1;Ja;;;;;;;;;;;;Nei;Nei;01.01.1980;;pros;AKUTT_SUKSESS;;PROS_AKUTT_SUKSESS;Operatør vurderer selve operasjonen som vellykket: Nei - behandlet arytmi fortsatt tilstede Ja PV isolert, AP borte, ikke utløsbar arytmi. Usikker sett andre arytmier fortsatt, men mindre arytmi. Ukjent ikke utløst arytmi
